Original,Part of,Translation
Armour|Check|Penalty,,Penalidade em Teste de Armadura
+4 Stealth,,+4 Furtividade
ANIMAL FRIEND,,AMIGO ANIMAL
Total Repair,,Reparo Total
Firestorm,,Tempestade de Fogo
50 coins weighs 1lb,,50 moedas pesam 0.45kg
Mass Hold Monster,,Imobilizar Monstro em Massa
HEALTH SENSE,,SENSO DE CURA
SECONDARY,,SECUNDÁRIO
Bear,,Urso
DRACONIC RESISTANCE,,RESISTÊNCIA DRACÔNICA
MONK,,MONGE
Fast Rider,,Montar RAPIDO
N/A,,N/A
Maneuvre Training,,Treino de Manobra
Healing Effects,,Efeitos de cura
6 to 10,,6 para 10
Aggressive,,Agressivo
Dex,,Des
Tolerance,,Tolerância
CHA - 4,,CHA - 4
Paladin|Level,,Nível de|Paladino
• Fascinated,,• Facinar
WEAPON ENHANCEMENT,,MELHORIAS DA ARMA
Slow Fall 40 ft,,Queda Leve 12m
Capacity + 1,,Capacidade +1
URBAN SHAPE,,FORMA URBANA
Unlimited uses|per day,,Usos ilimitados por dia
HOLY GUN,,ARMA SAGRADA
Languages,,Idiomas
LONG JUMP,,PULO LONGO
Mass Hold Person,,Imobilizar Pessoas em Massa
Acrobat|Level,,Nível de Acrobacia
Dispel Magic,,Dissipar Magia
BASE ATTACK|BONUS,,BÔNUS BASE DE ATAQUE
TOTAL,,TOTAL
MASTER STRIKE,,ATAQUE MESTRE
Party Damage|Bonus,,Bônus de Dano em Grupo
Capacity,,Capacidade
Temp Attack,,ATAQUE TEMP
"Add 1d6 to Knowledge, Linguistics or Spellcraft",,"Adiciona 1d6 para Conhecimento, Linguística e Arte da Magia"
Bonus,,Bônus
+6 Swim and jump,,+6 Natação e Saltar
REQUEST AID,,SOLICITAR AJUDA
CHARACTER,,Personagem
Barbarian|Level,,Nível de|Bárbaro
DETECT EVIL,,DETECTAR O MAL
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.",,"Ataque mestre não pode ser usado novamente no mesmo alvo em|24h, passando ou não no teste de Fortitude."
Attribute|modifiers,,Modificador de Atributos
Inflict Critical Damage,,Infligir Dano Crítico
DIAMOND SOUL,,ALMA DE DIAMANTE
TATTOOS,,TATUAGENS
ANIMAL FOCUS,,ANIMAL FOCUS
APPEARANCE,,APARÊNCIA
BONUS,,BÔNUS
Knowledge: Religion,,Conhecimento: Religião
10d6,,10 d6
Bardic performance,,Atuação de Bardo
Origin,,Origem
COMBAT MANOEUVRES,,MANOBRAS DE COMBATE
Level|Adjustment,,Nível|Ajuste
Knowledge: Dungeoneering,,Conhecimento: Masmorra
Ice Storm,,Tempestade Gracial
Improved uncanny dodge,,Esquiva Sobrenatural Aprimorada
Current Shape,,Forma Atual
"Bluff, Disguise",,"Blefar, Disfarçar"
STR,,FOR
KNOWLEDGE: SPIRITS,,CONHECIMENTO: Espiritos
Experience,,EXPERIÊNCIA
"Racial,|Feats,|Synergy",,"Racial, Talentos, Sinergia"
Discern Location,,Discernir Localização
Monkey,,Macaco
AC,,CA
PARTY,,GRUPO
+10ft Speed,,+3m de Velocidade
ROGUE,,LADINO
"of selected energy type, using any weapon.",,"do tipo de energia selecionada, usando qualquer arma."
1ft,,30cm
SPIRIT HEAL,,CURA ESPIRITUAL
MOUNTED COMBAT,,COMBATE MONTADO
PREPARED ARCANE SPELLS,,MAGIAS ARCANAS PREPARADAS
EXTENDED PERFORMANCE,,ATUAÇÃO ESTENDIDA
READ MAGIC,,LER MAGIA
+1d6 Channel Energy damage,,+1d6 de Dano ao Canalizar Energia
Protection from Arrows,,Proteção contra Flechas
Damage reduction,,Redução de Dano
Speed,,Velocidade
AURA OF FAITH,,AURA DE FÉ
DRACONIC SKIN,,PELE DRACÔNICA
days,,dias
Bonus to Bluff|and Intimidate,,Bônus de Blefar e Intimidar
Party AC Bonus,,Bônus de CA em Grupo
5d6,,5d6
GOOD,,BOM
Token,,Ficha
d6,,d6
Throat,,Garganta
Damage reduction /magic,,Redução de Dano Magico
2d6 +,,2d6 +
DURATION,,DURACAÇÃO
3d6,,3d6
Act,,Atuar
FRIEND,,AMIGO
BASTION OF GOOD,,BASTIÃO DO BEM
Owl’s Wisdom,,Sabedoria da Coruja
1d4,,1d4
FALL,,QUEDA
Half-orc,,Meio-Orc
15 ft,,4.5m
(SORCERER),,(FEITICEIRO)
Weapon type,,Tipo de arma
Caster|Level,,Nível do Conjurador
Morale|Bonus,,Bônus Moral
DIVINE GRACE,,GRAÇA DIVINA
Iron Monk,,Monge de Ferro
AURA OF DESPAIR,,AURA DE DESESPERO
ft,,m
Name,,Nome
MOUNT,,MONTARIA
Holy,,Sagrado
Maximum|Penalty,,Penalidade Máxima
EYES OF THE STORM,,OLHOS DA TEMPESTADE
Slow Fall 20 ft,,Queda Leve 6m
Detect Magic|Today,,Magias Detectadas Hoje
CONTROLLED|SPIRITS,,ESPÍRITOS CONTROLADOS
Arms,,Braços
sq,,m²
"Climb, Fly, Survival, Swim",,"Escalar, Voar, Sobrevivência, Nadar"
FEMALE,,FEMININO
+4 Climb,,+4 Escalar
Message,,Mensagem
AURA OF HEALING,,AURA DE CURA
CATCH LEDGE,,SEGURAR NA BORDA
FAST RIDER,,MONTAR RAPIDO
Inflict Light Wounds,,Infligir Ferimento Leve
LEGEND LORE,,LENDAS E HISTÓRIAS
Active,,Ativar
FAVOURED ENEMIES,,INIMIGO FAVORITO
Inventory,,Inventário
Extract|Save DC,,Teste de extrair CD
Race,,Raça
Weapon|Enhancement|Bonus,,BÔNUS DE MELHORIAS DA ARMA
"From level 10, a Rogue|can take Advanced Talents",,"No nível 10, um Ladino pode adquirir Talentos Avançados"
"Dorjes, Power stones,|Tattoos, Components",,"Dorjes, Pedras de Poder,Tatuagens, Componentes"
Allies within 10ft get +4 to saves against fear effects.,,Aliados dentro de 3 metros ganham +4 em para testes contra efeitos de medo.
IMPROVED AID,,AJUDA MELHORADA
FEAT,,TALENTO
Ghost Sound,,Som Fantasma
DEFENCE,,DEFESA
5ft,,1.5m
Endurance,,Resistência
Earthquake,,Terremoto 
Attack weak point,,Atacar ponto fraco
HYBRID FORM,,FORMA HIBRIDA
DRUID,,DRUIDA
+4 Dexterity,,+4 Destreza
Advanced Talents,,Talentos Avançados
Spell Resistance,,Resistência Mágica
Character name,,Nome do Personagem
Survival,,Sobrevivência
Farms,,Fazendas
(BARD),,(BARDO)
+6 Constitution,,+ Constituição
INT - 12,,INT -12
50 ft,,14m
Spell Save DC = 10 + INT + Spell Level,,Teste de Magia CD = 10 + INT + Nível da Magia
Use any skill as if you were trained,,Usar qualquer perícia como se você fosse treinado
Detect spirits,,Detectar Espiritos
gp,,po
Extracts|per day,,Extrair por dia
Does not detect any other evil auras nearby.,,Não detectar quaisquer outras auras malignas nas proximidades.
+ 2 + 2d6,,+2 + 2d6
Energy resistance:,,Resistência a energia:
Shoulders,,ombros
Damage|to object,,Dano do objeto
CON,,CON
AC Penalty,,Penalidade CA
INT,,INT
d100,,d100
Basic|Damage,,Dano Base
+1 per level,,+1 por Nível
Scenario,,Cenário
Control spirit,,Controlar espirito
DEITY,,DIVINDADE
to attacks of opportunity,,para ataques de oportunidade
Summon Undead V,,Invocar Mortos-Vivos V
Caster Levels,,Níveis de conjuração
Arcane|Caster Level,,Nível de Conjuração Arcana
Magic vestment,,Roupa Encantada
Artiste,,Artista
"Bluff, Diplomacy,|  Intimidate",,"Blefar, Diplomacia, Intimidar"
Bloodline powers,,Poderes de Linhagem sanguínea
Bardic Knowledge,,Conhecimento de Bardo
Spell critical,,Magia Crítica
Resistance to selected|  energy type,,Resistência ao tipo de energia selecionada
COMBAT ABILITIES,,Habilidades de Combate
DEX,,DES
Country,,País
AURA OF CARE,,AURA DE CUIDADOS
Water Breathing,,Respirar na Água
2d6 / 3d8,,2d6 / 3d8
LEVELS,,Níveis
"Climb, Jump, Swim",,"Escalar, Saltar, Nadar"
MONASTIC MOUNT,,MONTARIA MONÁSTICA
Detect Undead,,Detectar Mortos-Vivos
RANGED,,ALCANCE
Strength,,Força
AC BONUS,,BÔNUS DE CA
Damage:,,Dano:
Soul,,Alma
Duration|of bonus,,Duração do bônus
LANGUAGES,,IDIOMAS
Armour|Bonus,,Bônus de Armadura
ENERGY RESISTANCE,,RESISTÊNCIA A ENERGIA
WIDE AUDIENCE,,GRANDE AUDIÊNCIA
Vicious,,Vícios
15 Acrobatics,,15 de Acrobacia
PARTY INVENTORY,,INVENTÓRIO DO GRUPO
Energy,,Energia
Earth,,Terra
EQUIPMENT,,EQUIPAMENTO
Mounted Speed,,Velocidade Montado
Wall of Fire,,Barreira de Fogo
CLASSES,,CLASSES
Favoured class,,Classe Favorecida
Fighter,,Lutador
80 ft,,24m
ACROBAT,,ACROBACIAS
9ft,,2.7m
Creature Name,,Nome da Criatura
100 ft,,30m
Spell Failure,,Falha Magica
With half hit points,,Com metade dos pontos de vida
2d8,,2d8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,,Modificador =|(Total de pontos - 10) ÷ 2
Light <weight>,,Leveza
5 ft,,1.5m
HEALING DOMAIN,,DOMÍNIO DA CURA
Elemental Swarm,,Grupo de Elementais
Base Save,,Teste Base
Linguistics,,Linguística
Ki Pool,,Reserva de KI
Can be dispelled,,pode ser dissipado
Immune to fear effects including magic.,,Imune a efeitos do medo incluindo magiacos
Disguise,,disfarçar
"Climbing, flying and|  swimming speeds",,"Velocidade de Escalar, Voar e Nadar"
3d8,,3d8
allies within,,aliados dentro
Hide,,Esconder
30 ft,,9m
Player,,Jogador
Power Points,,Pontos de Poder
d8 / 2d8,,d8 / 2d8
Bonus Language:,,Bônus de Idioma:
FORTITUDE OF THE CRYPT,,FORTITUDE DA CRIPTA
DISTRACTION,,DISTRAÇÃO
Auras Today,,Auras Hoje
Wisdom,,Sabedoria
(Round down),,(Arredonda para Baixo)
Ki Pool (adamantine),,Piscina de KI (adamante)
Inflict Serious Damage,,Infligir Dano Sério
SPECIAL MOUNT,,MONTARIA ESPECIAL
Electricity,,Elétrico
Initiative bonus,,Bônus de Iniciativa
SPEED,,VELOCIDADE
Greater Prying Eyes,,Grandes olhos curiosos
PERSONALITY,,PERSONALIDADE
Base|Speed,,Velocidade Basica
CROWD CONTROL,,CONTROLAR GRUPO
BONUS LANGUAGES,,BÔNUS de IDIOMA
BARDIC PERFORMANCE,,ATUAÇÂO DE BARDO
Bonus combat feat,,Talentos bônus de combate
Gifts,,Presentes
DRACONIC ADAPTATION,,ADAPTAÇÃO DRACÔNICA
Bonus Spells,,Magias Bônus
Weapon|Enhancement,,Melhorias da Arma
Caster Level,,Nível do Conjurador
Slow Fall 70 ft,,Queda Leve 21m
Weapon|Damage|Bonus,,Bônus Dano da Arma
"Cannot rage, run or charge|while fatigued.",,"Não pode entrar em Fúria, Correr ou dar Investida|enquanto estiver fatigado."
Value,,Valor
OTHER DAMAGE,,OUTROS DANO
+20ft Speed,,+6m de Velocidade
CRIT,,CRIT
Rogue|Talents,,Talentos do Ladino
Climb,,Escalar
Deny DEX bonus to AC,,Remove DES Bônus da CA
Scorpion Style,,Estilo Escorpion
None,,Nenhum
Ghost Touch,,Toque Fantasma
"Apply this bonus to Diplomacy, Knowledge (history),|Knowledge (local) and Knowledge (nobility) checks",,"Aplica este bônus para testes de Diplomacia, Conhecimento (historia), Conhecimento (local) e Conhecimento (nobreza)"
HOLY CHAMPION,,CAMPEÃO SAGRADO
Use monk level in place of BAB for calculating CMB,,Use o nível do monge no lugar de BBA para calcular BMC
KNOWN SPELLS,,MAGIAS CONHECIDAS
Times Today,,Hoje
Cure Wounds,,Curar Ferimentos
COUNTERSONG,,MÚSICA DE PROTEÇÃO
FORT,,FORT
CHARACTER|BACKGROUND,,Antecedentes do Personagem
Shatter,,Despedaçar
Size Modifier|x4,,Modificador de Tamanho x4
Flurry of Blows,,Rajada de Golpes
Sense Motive,,Sentir Motivação
Creatures|summoned|today,,Criaturas Invocadas Hoje
Aura,,Aura
Prestige,,Pretigio
Size,,Tamanho
RANGED|ATTACK,,ALCANCE DO ATAQUE
Slow Fall 90 ft,,Queda Leve 27m
HOME,,Casa
CREATURE TYPE,,TIPO DA CRIATURA
Temp|Bonus,,Bônus Tem
"Bluff, Diplomacy, Sense Motive",,"Blefar, Diplomacia, Sentir Motivação"
Air,,Ar
Energy Type,,Tipo de Energia
Sneak Attack +1d6,,Ataque Furtivo +1d6
2d10,,2d10
Climb Speed,,Velocidade de Escalar
Mass Suggestion,,Sugestão em Massa
Use Rope,,Usar Cordas
DRACONIC AURA,,AURA DRACÔNICA
•  1d4 strength or dexterity damage,,• 1d4 dano de força ou destreza
REF,,REF
Heal Undead,,CURA MORTO
Bluff,,Blefar
1 hour,,1 hora
Base|Attack,,Base de Ataque
ALCHEMIST,,ALQUIMISTA
Class|Skill,,Perícias da Classe
Item|Bonus,,Item|Bônus
Basic Value,,Valor Base
Misc,,Outros
Use d6 for medium or d4 for small sized characters.,,Use d6 para médio ou d4 para personagens pequenos
Horrid Wilting,,EVAPORAÇÃO
Fire Shield,,Escudo de Fogo
SAMURAI,,SAMURAI
Range:,,Alcance:
Bonus|Points,,Pontos de Bônus
BARDIC KNOWLEDGE,,CONHECIMENTO DE BARDO
SUMMON SHADOW,,Invocar Sombra
Agile Manoeuvres,,Manobras Ágeis
Points,,Pontos
10ft,,3m
Uncanny Dodge,,Esquiva Sobrenatural
TWO-WEAPON FIGHTING,,LUTAR COM DUAS ARMAS
(PALADIN),,(PALADINO)
Summon monster I,,Invocar Monstro I
(CLERIC),,(Clérigo)
Attack and damage,,Ataque e dano
Feat Sharing|Today,,Talento partilhado por dia
HEALTH,,CURA
Base Attack|Bonus,,Bônus Base de Ataque
Courage Bonus,,Bônus de Coragem
FAVOURED ENEMY,,INIMIGO FAVORITO
MALE,,MASCULINO
Paralysed,,Paralizado
HARD TO KILL,,DURO DE MATAR
"Bluff, Diplomacy",,"Blefar, Diplomacia"
Use bonus in place of...,,Use bônus no lugar de...
Comprehend Languages,,Compreender Idiomas
55ft,,16.5m
BASE ATTACK,,BASE DE ATAQUE
Sneak Attack +2d6,,Ataque Furtivo +2d6
BARBARIAN!,,BÁRBARo!
INITIATIVE,,INICIATIVA
DIVINE HEALTH,,CURA DIVINA
Summon Nature’s Ally IV,,Invocar Aliado da Natureza IV
REDIRECTION,,REDIRECIONAR
35ft,,10.5m
60ft,,18m
No penalty for using an improvised weapon,,Sem penalidade para usar uma arma improvisada
Summon Swarm,,Invocar Enxame
FEATS,,TALETOS
BLOODLINES,,LINHAGEM SANGUÍNEA
Item,,Item
(ALCHEMIST),,(ALQUIMISTA)
Speciality Spell,,Magia Especializada
Bonus|Combat|Feat,,Talentos Bônus de Combate
6ft,,1.8m
OF,,DE
Cone of Cold,,Cone Glacial
Wild|Shape|Level,,Nível da|Forma|Selvagem
Sneak Attack +3d6,,Ataque Furtivo +3d6
Discern Lies,,Discernir Mentiras
Gain damage reduction 5/evil.,,Ganha de redução de dano 5/mal.
AC + INT,,CA + INT
DISCERN LIES,,DISCERNIR MENTIRAS
Fast Movement,,Movimento Rapido
Temp Damage,,Dano Temporário
"Armour, Shield",,"Armadura, Escudo"
Wall of Iron,,Barreira de Ferro
DAMAGE,,DANO
FAVOURED ENEMY BONUS,,BÔNUS DE INIMIGO FAVORITO
Trap Sense +5,,Sentir Armadilha +5
CASTER SUPPORT,,SUPORTE DO CONJURADOR
Euphoria|Bonus,,Bônus de Euforia
SPELL SCHOOLS,,LIVRO DE MAGIAS
Attack|Bonus,,Bônus de Ataque
HEALING PERFORMANCE,,PONTOS DE CURA
Untrained,,Sem Treinamento
Nature Bond Domain,,Domínio do Elo com a Natureza
HIT POINTS,,PONTOS DE VIDA
d8,,d8
Protection,,Proteção
100 gp,,100 po
Heal wounds,,Curar ferimentos
Max Speed,,Velocidade Max
Spells|per day,,Magias por dia
FEATS & SPECIAL ABILITIES,,TALETOS E HABILIDADES ESPECIAIS
Greater Rage,,Fúria Aprimorada
Gain temporary hp on melee attacks,,Ganha pv temporariamente para ataques corpo a corpo
+6 Perception,,+6 Percepção
Animal Companion’s Name,,Nome do Companheiro Animal
VALUABLE ITEMS,,ITENS DE VALOR
Add monk level to Acrobatics checks for jumping,,Adiciona nível do monge para testes de Acrobacia para saltar
Mass Inflict Moderate Wounds,,Infligir Ferimentos Moderados em Massa
(Use adjusted CON),,(Use para ajustar CON)
Range,,Alcance
Medium,,Médio
Events,,Eventos
DIVINE BOND,,ligação divina
PAYMENTS,,Pagamentos
4d6,,4d6
Light weapon,,Arma Leve
Skill,,Perícias
PREPARED SPELLS,,MAGIAS PREPARADAS
Improved Evasion,,Evasão Aprimorada
Divination,,Adivinhação
DC 15,,CD 15
Modifier,,Modificador
Stealth,,Furtividade
+8 Climb,,+8 Escalar
"Disable Device, Intimidate",,"Desabilitar Dispositivo, Intimidar"
Fire and cold resistance,,Resistência a Fogo e Gelo
INT|Bonus,,Bônus INT
Point|Cost,,Custo de Ponto
Face,,Face
Bonus to attack and damage rolls,,Bônus de ataque e rolagens de dano
SMITE GOOD,,DESTRUIR O BEM
Size|Modifier x4,,Modificador de Tamanho x4
Reduced damage on Defensive Roll,,Reduz dano nas rolagens defencivas
Ability|Score,,Pontos de Habilidade
Serious Wounds,,Ferimentos Sérios
Find The Path,,Encontrar o Caminho
CHANNEL ENERGY,,CANALIZAR ENERGIA
"Initiative, Listen and Spot",,"Iniciativa, Ouvir e ""Local"""
Ninja Level,,Nível do Ninja
Weight,,Peso
Enemy,,Inimigo
LORE MASTER,,MESTRE DO CONHECIMENTO
Cone of Fire,,Cone de Fogo
pts,,pts
Disable traps,,Desabilitar armadilhas
"Once a day, cast two spells from different classes as a|single action.",,"Uma vez por dia, conjure duas magias de classes diferentes como uma única ação."
Countersong,,Música de Proteção
DC 10,,CD 10
EGO,,EGO
Fears,,Medos
Acrobatics|Bonus,,Bônus de Acrobacias
Energy Alteration,,Alterar Energia
Bards can wear light armour without risking|spell failure.,,Bardos podem vestir armaduras leves sem risco de|Falha Arcana.
MASS SUGGESTION,,SUGESTÃO EM MASSA
Intelligence,,Inteligência
Bonus to attack rolls and dodge bonus to AC,,Bônus nas jogadas de ataque e bônus de esquiva na CA
Power|Level,,Nível de Poder
ARMOUR CHECK,,TESTE DE ARMADURA
Energy|Resistance,,Resistência a Energia
Con,,Con
2 targets,,2 alvos
"Weapons, Ammo, Scrolls, Potions",,"Armas, Munições, Pergaminhos, Poções"
Aid,,Ajuda
Levels,,Níveis
Inflict Moderate Wounds,,Infligir Ferimentos Moderados
• Dazed,,• Pasmar
REDUCTION,,REDUÇÃO
Spells|Known,,Magias|Conhecidas
Bull,,Touro
Track,,Rastrear
BASIC SPEED,,VELOCIDADE BASICA
Acrobatics,,Acrobacia
ENERGY,,ENERGIA
Tier,,Nível
Torso,,TORSO
Evil Cleric,,Clérigo Mal
School,,Escola
Rounds|Today,,Rodadas|Hoje
+6 Dexterity,,+6 Dextreza
Blue,,Azul
"Ranger bonus feats can be taken without the normal pre-requisites,|but only apply when not wearing heavy armour.",,"O talento bônus de ranger pode ser adquirido sem os pre-requisitos,|mas são aplicados apenas quando não estiver vestindo armadura pesada."
AURA OF RIGHTEOUSNESS,,AURA DE JUSTIÇA
Gain damage resistance 10/epic,,Ganha de redução de dano 10/épico.
Normal,,Normal
Disable Device,,Desabilitar Dispositivo
Foresight,,Sexto Sentido
Bonus Points,,Pontos de Bônus
Total,,Total
BAB,,BBA
Employer,,Empregador
Energy Drain,,Drenar Energia
Basic,,Base
"Listen, Spot, Initiative",,"Ouvir, ""Local"", Inicativa"
Knowledge bonus,,Bônus de Conhecimento
Gold,,Ouro
DEADLY PERFORMANCE,,ATUAÇÃO MORTAL
Summon monster VIII,,Invocar Monstro VII
Escape Artist,,Arte da Fuga
silver,,prata
DAMAGE BONUS,,BÔNUS DE DANO
Ninja|Level,,Nível do Ninja
Summon monster IX,,Invocar Monstro IX
Max AC DEX,,Max CA DES
Head,,Cabeça
CLERIC,,CLERIGO
Damage Reduction 2/Magic,,Redução de Dano Magico 2/
Damage Reduction:,,Redução de Dano:
(always active),,(sempre ativo)
Wild Shape (Feline only),,Forma Selvagem (Somente Felino)
Use Magic Device,,Usar Dispositivo Magico
to Handle Animal of a chosen type,,para Adestrar um Animal do tipo escolhido
CRITICAL,,CRITÍCO
to Hybrid or Animal form:,,para forma hibrida ou animal:
Elemental Protection,,Elemental de Proteção
Temp,,Temporário
Arcane Pool,,Reserva arcana
"While raging, deal additional damage:",,"Enquanto em fúria, causa dano adicional:"
Assets,,Ativos
Indomitable Will,,Vontade Inabaláve
MELEE|ATTACK,,ATAQUE CORPO A CORPO
Knowledge: Arcana,,Conhecimento: Arcano
XP,,XP
Oratory,,Oratória
WILD EMPATHY,,EMPATIA COM A NATUREZA
CONTAINER,,RECIPIENTE
Cha,,CAR
Class,,Classe
Controlled Rage,,Fúria Controlada
Racial|Bonus,,Bônus Racial
cp,,pc
Summon monster IV,,Invocar Monstro IV
"Scrolls, Potions,|Wands, Components",,"Pergaminhos, poções, varinhas, componentes"
Song of Freedom,,Melodia da Libertação
KI POOL,,Piscina de KI
Other|Classes,,Outras Classes
Immune to all diseases including magic.,,Imune a todas as doenças incluíndo magicas.
Manoeuvre Training,,Treinamento de Manobras
Combat Reflexes,,Reflexos em Combate
Age,,Idade
Gain damage reduction 5/good.,,Ganha de redução de dano 5/bom.
Parents,,Pais
+ Size|  diff x4,,+ Tamanho | Dif x4
DC 20,,CD 20
Summon Undead III,,Invocar Mortos-Vivos II
Base|Attack|Bonus,,Bônus Base de Ataque
Armour Class Bonus,,Bônus de Classe de Armadura
NATURE BOND,,LIGAÇÃO COM A NATUREZA
Your size and size modifier,,Seu tamanho e modificador de tamanho
Properties,,Propriedades
Summon|Monster,,Invocar Monstro
Wounds,,Ferimentos/
50ft,,15m
1d3,,1d3
Level,,Nível
Ghost warrior,,Guerreiro Fantasma
=  4 hours per spell level,,= 4 horas por nível de magia
1d8,,1d8
Religion,,Religião
Type,,Tipo
BLOODLINE,,Linhagem Sanguínea
"+2 to Acrobatics, Climb and Swim checks.",,"+2 em testes de Acrobacia, Escalar e natação"
Dexterity|Bonus,,Bônus de Destreza
Gear value,,Valor do Equipamento
CMD,,DMC
Coins,,Moedas
(BARBARIAN!),,(BÁRBARO!)
1 target,,1 alvo
Armour|& Shield,,Armadura e Escudo
Slow Fall 50 ft,,Queda Leve 15m
DC MODIFIERS,,MODIFICADOR DE CD
SUMMONED CREATURE,,CRIATURA INVOCADA
IMMORTAL,,IMORTAL
ALIGNMENT,,ALINHAMENTO
Copper,,Cobre
ABILITIES,,Habilidades
+4 Constitution,,+4 Constituição
NO TRACE,,Não Rastreável
(DRUID),,(DRUIDA)
SAVAGE|BARBARIAN!,,BÁRBARO SELVAGEM
Charisma,,Carisma
Control Undead,,Controlar Mortos-Vivos
+8 Stealth,,+8 Furtividade
SCROLLS,,PERGAMINHOS
BONUS COMBAT FEATS,,TALETOS BÔNUS DE COMBATE
+4 to jump,,+4 em saltar
TRAITS,,PECULIARIDADE
Constitution|Bonus,,Bônus de Constituição
Versatile Improvisation,,Improvisação versátil
Alignment,,Alinhamento
EMPATHY,,EMPATIA
MANOEUVRE TRAINING,,TREINAMENTO DE MANOBRAS
Dexterity,,Destreza
Bonus Feat,,Talento Bônus
Creature Type,,Tipo da Criatura
10-minute|increments,,Adiciona 10 minutos
Detect Magic,,Detectar Magia
Base|Attack Bonus /|Monk Level,,Bônus de Base de Ataque / Nível do Monge
Base|Spells,,Magias Base
INT - 4,,INT -4
HEAL /|DAMAGE,,CURAR / DANO
Contagion,,Praga
Bloodline Spell,,Magia de Linhagem Sanguínea
Summon monster III,,Invocar Monstro III
Treat unarmed attacks as adamantine weapons,,Trata o ataque desarmado como arma de adamante
Body,,Corpo
Fly,,Voar
Constitution|Score,,Pontos de Constituição
WILD SHAPE,,FORMA SELVAGEM
Power|Attack,,Poder de Ataque
Summon Nature’s Ally VI,,Invocar Aliado da Natureza VI
Temp Attack|Bonus,,Bônus Temporário de Ataque
NOTES,,NOTAS
Base|Value,,Valor Base
per turn,,por turno
RANGER,,PATRULHEIRO
One hit|point,,um ponto de vida
Eyes,,Olhos
Wildshaper|Level,,Nível da Forma Selvagem
Constitution,,Constituição
HEALING SALVE,,TESTE DE CURA
Knowledge: Aeronautics,,Conhecimento: Aeronauticos
Summon monster V,,Invocar Monstro V
To summon any spirit,,Para invocar qualquer espirito
Check Penalty,,Penalidades nos Teste
Shield AC,,Escudo CA
Darkvision 60ft,,Visão no Escuro 18m
Knowledge: Geography,,Conhecimento: Geografia
Dodge,,Esquiva
Trap Sense +1,,Sentir Armadilha +1
Great fortitude,,Fortitude Melhorada
SKILLS,,PERÍCIAS
Moderate Wounds,,Ferimentos Moderados
Disintegrate,,Desintegrar
Summon monster VI,,Invocar Monstro VI
Enhancement|Bonus,,Bônus de Melhoria
Inflict or cure wounds with a touch.,,Infligir ou curar ferimentos com o toque
Mount Type,,Tipo de Montaria
- Size|  mod x4,,- Mod Tamanho X4
DOMAINS,,DOMÍNIOS
Cleric Level,,Nível do Clérigo
at half speed,,com metade da velocidade
25ft,,7.5m
Bonus feat,,Talento Bônus
Appraise,,Avaliar
Valuables,,Objetos de Valor
Acrobatic,,Acrobacia
DOMAIN SECRET,,DOMÍNIO SECRETO
Dominate Monster,,Dominar Monstro
Intimidate,,Intimidar
PREPARED DIVINE SPELLS,,MAGIAS DIVINAS PREPARADAS
Charisma|Score,,Modificador de Carisma
CONCENTRATION,,CONCENTRAÇÃO
Synergy,,Sinergia
Alignment|Bonus,,Bônus de Alinhamento
Bonus to all|saving throws,,Bônus para todos os testes de resistência
Summon Undead IV,,Invocar Mortos-VivosIV
Feats,,Talentos
VERSATILE DANCE,,DANÇA VERSÁTIL
SpellLevel,,Nível de Magia
Fortification:,,Fortificar:
Dislikes,,Ódios
Kingdom,,Reino
TRACK,,Rastrear
Knowledge - INT|Profession - WIS,,Conhecimento - INT|Profissão - VON
TOUCH OF CORRUPTION,,TOQUE DE CORRUPÇÃO
Fortune|Today,,Fortuna Hoje
20ft,,6m
Constitution checks;|  Fortitude saves,,Teste de Constituição; Teste de Fortitude
Inflict Critical Wounds,,Infligir Ferimento Crítico
Skill|Bonus,,Bônus de Perícias
Damage,,Dano
Improved Uncanny Dodge,,Esquiva Sobrenatural Aprimorada
SNEAK ATTACK,,ATAQUE FURTIVO
Additional Domain,,Domínio Adicional
Grand Diplomat,,Grande Diplomata
CHA,,CAR
2 pt,,2 pt
if you fail a jump by 4 or less,,se falhar o pulo em 4 ou menos
Bull’s Strength,,Força de Touro
Save DC,,Teste de CD
"Diplomacy, Sense Motive",,"Diplomacia, Sentir Motivação"
Bonus|Spells,,Magias Bônus
Summon Nature’s Ally III,,Invocar Aliado da Natureza III
Mass Fire Shield,,Escudo de Fogo em Massa
Morale Penalty,,Penalidade de Moralidade
Smite Good,,Destruir o Bem
Dwarf,,Anão
Slow Fall 60 ft,,Queda Suave 18m
Special Ability,,Habilidade Especial
CALENDAR,,CALENDARIO
Attack Bonus,,Bônus de Ataque
Choke Hold,,Estrangular
Fire,,Fogo
8ft,,2.4m
Points Healed,,Pontos Curados
SMITE EVIL,,DESTRUIR O MAL
BRAVERY,,BRAVURA
Add elemental damage to an attack,,Adiciona dano elemental para um ataque
Temp|Modifier,,Modificador Termp
Abadius,,Abadius
+2 Dexterity,,+2 Destreza
SAVE DC,,TESTE CD
Platinum,,Platina
+ 100 ft.,,+30m
DOMAIN,,Domínio
Speed Climb,,Velocidade de Escalar
Cone of Acid,,Cone de Ácido
Uses|per day,,Uso por dia
WILL,,VONTADE
Sorcerer|Level,,Nível do Feiticeiro
Character Name,,Nome do Personagem
